sleep_hours,exercise_days,junk_food_days,screen_time,social_media_hours,study_hours,stress_level,savings_percent,reading_hours,water_intake,destiny_score
5.872700594236813,6,1,11.100287995850527,2.5649739021405553,1.0101690968618549,7,43.322553162452074,0.10927632990516045,1.9014662758979166,56.38226922974381
8.75357153204958,3,2,2.218232898508539,1.2373044305048393,6.507475858594113,8,26.044108922375553,2.707626344528859,3.4097902018813846,64.35195424252369
7.659969709057025,5,3,9.35540651126095,4.798312583789167,7.3940341968249275,9,33.463289792182884,0.2199174543411595,1.816007721192969,61.71516572855873
6.993292420985183,2,1,11.868721233180514,2.0016407341742593,3.685358638667913,5,40.75076583380741,2.6825464758497137,3.168830273168341,60.81851335893291
4.780093202212183,6,0,10.914256118521138,5.191160084386866,3.9917689353101276,5,13.03375788702968,0.6844977412527173,1.6185912377656066,58.520673428180395
4.779972601681013,4,6,8.168347105770685,5.491543109506939,2.546096331085807,4,14.84478371340215,2.2200534004746384,1.7495613882349887,46.1092322937629
4.290418060840997,0,1,4.454668744920052,5.158943012347656,7.154120946051312,9,0.03137583142280853,0.9291997468380362,2.009383487731637,37.08633847337839
8.330880728874675,6,4,3.797541792961484,0.2100474888408339,5.1592232423388475,5,48.154706544890125,2.5762560768275513,2.7674691321813647,74.49922114659557
7.005575058716044,4,6,10.011806153586072,4.724240070030634,2.306012617338948,2,45.87724472981724,2.101364596273074,2.3632669574786234,60.38066805951144
7.540362888980227,5,0,10.678041053468649,2.4680367989948633,2.390262968434013,8,38.22841318797152,1.2054403758050856,3.235434429483461,62.222862294496785
4.102922471479012,5,2,6.779784038002622,5.242337521093351,7.129600584508819,7,3.953801048832406,0.22890736252223864,1.640701901008577,51.63732787359865
8.849549260809972,0,3,3.6877393486511276,3.8277255761084326,0.10907219124657175,8,22.375144484975408,2.1981005516124212,1.0320168635465023,38.01301199267745
8.162213204002109,1,1,2.242375292522909,5.00185880486375,2.5818125818131072,3,5.094587698577641,1.8506542678955447,3.32967241535566,53.173153422656156
5.061695553391381,0,0,1.9589741461501429,2.996590619201012,4.434853449730952,4,0.7960133631399302,0.008735153501366222,3.4649480016402174,43.068508822962464
4.909124836035503,3,6,8.909851920892411,3.2101530275935968,1.185739696794597,5,30.809148260629865,0.02825956791733597,1.1784404893251685,38.31440777743565
4.917022549267169,6,4,5.621306006324975,0.8663257928020034,0.7367900335967184,6,48.04147085400942,2.426378919578082,2.8327225664751894,56.92993176257388
5.521211214797688,2,0,10.958958617056574,4.703924152136133,6.52221064872448,1,45.14340117160751,0.7781992164055616,2.1346203516192337,66.7067433036049
6.623782158161189,1,5,9.136384307994401,2.51633767000183,7.155235109188058,4,34.837740746770216,1.908401003184197,3.38168696558355,57.225192646012
6.159725093210579,0,4,3.1038645970604537,3.0004807096294956,6.588851366385516,5,4.832029208243571,1.3626432592957425,3.6232436625894353,45.594621101311276
5.456145700990209,4,6,7.751551606972689,4.710586284574246,7.1903031178987815,7,13.708201883615006,2.590290043565302,3.553011300391747,54.463784002447284
7.059264473611897,1,2,5.790559998379753,3.593072400476634,4.424895768466972,5,16.002836344264548,2.7508833393074656,3.3316127420525565,53.43382271361082
4.697469303260209,6,3,7.349747038454744,1.2065923646560046,6.498064967922735,1,38.15750288727806,2.990423138036562,1.807156686226489,73.85432034454254
5.4607232426760905,1,6,9.118760356723689,3.541395954905356,3.0723411071288034,7,40.112458961755706,0.4610524074217405,3.43566893070495,39.76679303562956
5.831809216468459,6,2,9.868154691041699,2.4457971478779346,5.330142891832308,8,19.255306149496022,2.5888921394264264,2.600435427718878,61.65573399142162
6.28034992108518,0,1,10.281110590473967,2.817153252263176,7.910684251113316,7,20.894199830880485,0.7980641301864053,1.1582698444962725,48.81707885567355
7.925879806965068,6,0,3.7937236202922717,0.1698676464160067,1.8058217907130194,4,2.225451963808567,1.772447624686523,2.370816549694747,63.50452969250188
4.998368910791799,1,5,1.3422715990909344,1.2601760970976896,3.1191979703286448,8,14.45683592093805,1.5173185016076327,3.82647375108998,35.87359191947428
6.571172192068058,4,4,9.132242086812505,1.6862284882861696,3.840379018480685,5,22.564258858881995,0.05396439471716297,3.663578049206658,54.19986623634601
6.962072844310212,5,4,2.1697809888135207,4.277760047152834,1.1041238961604138,9,5.849152319262879,2.7983138397182845,1.306792842991348,45.08011178120761
4.232252063599988,1,0,4.464115474742644,0.06895483978869188,0.6483088837204543,5,22.663373037751068,0.23498116544765535,3.2323800571431107,39.94251155462165
7.037724259507192,6,5,1.0419884753678186,2.4526635673747923,6.637782930572995,1,42.658790612890016,2.0646567582232076,3.417378597874704,77.82980620513375
4.8526206184364575,5,0,8.49836430641782,5.544161222554397,7.8143549826206895,9,29.066050986252666,2.3550205086247864,1.8141645647102944,63.22718133661103
4.325257964926397,6,1,2.8384521261834337,0.6712836992947431,3.2378005106372694,5,3.946492751920616,2.3858635471430527,2.414825712223277,56.68111597413535
8.744427686266667,4,2,8.208106506608239,3.098546329311666,0.7011986895572262,6,9.583565941513717,0.40648355678653436,3.132963824391049,51.82862820282118
8.828160165372797,6,6,11.909168788846227,4.719134294345082,0.5264940855246119,4,23.72721750792781,1.3427098515239164,2.3171244664634436,58.056437519820385
8.041986740582306,0,4,1.7993795877101793,5.6551878451207,7.1305456508823895,6,18.074357491090602,2.4882866113019393,1.3383907565997308,50.9615733229949
5.523068845866853,2,1,1.8478581314660676,4.480659837202308,3.7105139978214394,8,17.936350977304937,0.908037631136264,3.1176473340451647,45.51413977068927
4.48836057003192,1,2,4.744181019333424,4.323393291866437,2.5602185324991353,3,26.46337240717951,1.4032460261239907,3.7349160692059105,47.57460729332342
7.421165132560784,2,1,10.530251656764763,4.958928541174575,3.811690169915196,5,29.21979607947287,0.8183816780995373,2.957454185218473,56.32885783757947
6.200762468698007,6,5,3.3708285567046503,2.677207325865262,2.5464327575387786,2,39.84307851380955,1.3906542536559725,3.3214022457071017,64.99215917236985
4.610191174223894,4,4,4.964156019233823,4.835067195706999,3.91228620246096,2,17.048328173124233,2.6635137677786402,2.0750876069734856,55.737406376259216
6.475884550556351,1,6,1.7535594728967752,0.047786428472706755,6.876451175343495,7,40.273314152029336,1.3653726930983083,1.5495947353799044,48.337192201069826
4.171942605576092,6,0,9.394708203847783,5.547366332260829,4.7384109684967655,6,16.930561455631626,1.667736051222961,2.9283209848548775,61.12443488430197
8.546602010393912,5,0,5.491369770353963,2.659839057103052,5.557230182481403,4,2.7716494470616917,1.2119288499092506,1.9833136175236565,67.75132311768571
5.293899908000085,3,2,9.351736063669271,3.3202811271944856,2.9173654098746926,5,27.70938255023956,1.3803515496099765,3.5802205569693784,52.76630599785499
7.31261142176991,6,6,10.939686287814746,1.5292934934892939,5.90804702808415,1,29.395116244740727,0.0455225971392651,1.3678841499340197,67.06401378461727
5.558555380447055,2,3,3.5603946181141763,4.455184997042529,5.332936679034979,7,46.727012281093,0.851236529881368,2.3003910991993712,51.91979187166446
6.600340105889054,1,5,9.881356333739465,0.4598148388514929,0.9564959820164516,8,36.30306630312372,1.3097451652254732,2.1901828014051574,37.35638850918811
6.733551396716399,2,2,1.6500327908607861,5.235814815281012,4.581142824924677,9,45.88863262472198,1.9013909279781867,3.814161560661789,55.02464655787057
4.924272277627635,1,3,10.88732126998272,4.9687009740380566,2.053947970478064,8,45.41736051215048,1.3501557916616764,1.4594044018132117,39.52339555715798
8.847923138822793,6,1,8.15845402314622,1.2963606974685984,6.432765357068742,5,30.228705512912107,1.0134511299646922,1.0295404750360329,73.95952409138111
7.875664116805573,0,5,10.616493965521867,4.855946389711574,3.4075016677355157,3,26.388103266822377,1.1642962060324715,1.7142556384213528,46.6086181773824
8.697494707820946,5,1,1.0020723951224009,4.718146398368889,7.957473321571897,9,27.872048358179995,0.7268799876013996,3.4608305793059637,69.71708589424084
8.474136752138243,6,6,2.8598917739159178,3.793299586523694,0.7400035035117103,6,48.91654038386239,2.7734828483221587,1.627965448141051,61.23108644608374
6.989499894055426,2,4,5.287353261691413,2.2411210613981254,6.242782901921268,5,38.658384587347946,1.5652296773727437,1.7226341911164482,57.23112571321193
8.609371175115584,3,5,5.1745319371219045,1.6289925250912072,5.389613868337252,3,5.313295239619792,0.040228361616369335,1.3896964136104324,54.03286021070269
4.442462510259597,3,3,3.4940342121586174,1.3907015417361002,6.139990644725644,6,38.921420339069996,0.05833877525863984,3.1463086098296213,53.484736778461624
4.979914312095726,4,4,5.197731338539201,1.911653776581643,2.4602383639236507,3,8.526902444911293,2.9188849048561245,1.2075225715162516,49.973300773881945
4.22613644455269,1,0,2.417335832002803,5.4213506605951824,3.9364359150592048,6,22.367527450281283,0.6643526741197351,1.993624906985565,43.7021655997615
5.626651653816322,2,3,5.540372421926286,0.46584465593268765,6.372068157789667,4,10.522983608826713,2.416824866442944,1.8474961798628935,53.32187795690663
5.94338644844741,4,2,9.825897620751906,4.973227657517752,1.86033065296684,2,34.47915327666149,0.17482590468172343,2.6654791893704646,57.78613013658389
5.356745158869479,2,0,6.269770694136863,2.0933404502509414,1.8082655743092166,8,43.865486809651784,2.763488210083647,3.1912487950592068,51.37663383616366
8.143687545759647,1,0,1.1980009783973649,3.1295963760681493,4.408407626359459,4,14.518094268334048,2.6232510110000353,2.598629304090242,58.74398109370128
5.7837666334679465,6,2,5.635884457371722,4.766913801890944,4.188508636238846,9,4.100537060409382,1.7132794873035442,3.793077978925203,54.90890341761296
5.404672548436904,6,5,1.2989251769992858,5.306259282137828,2.2580997633034627,7,14.924654903748163,0.02699597184976732,3.8543279166619957,48.5921546601583
6.713480415791242,3,0,11.628677517774781,2.068688520435882,2.384605204198582,2,33.61809289660972,0.7734326220700127,2.0843959854955463,60.57957662903396
4.704621124873813,6,6,2.4019935536515584,2.7710608876506617,2.222761305652524,4,16.4380063777225,1.2204679421953948,3.333041128824678,51.68183555392541
8.010984903770199,6,3,8.784571589636805,2.4870963889007536,6.172096495987901,5,13.905608377690172,1.3801923502426852,3.216404149804569,68.83395990869661
4.372753218398854,0,4,11.700539551812945,0.07950620102346329,5.215206924499685,3,9.221759529213248,0.8930362756871161,3.678893775114482,42.21281956091849
8.934434683002586,3,0,10.08642956833229,1.7756573331519396,6.659337467282022,9,24.875821343721675,0.09884360473658993,2.34383092062311,60.48167787889454
